Date_Time,PA1,PA2,PA3,PA4,PA5,PA6,PA7,PA8,PA9,PA10,PA11,PA12,PH1,PH2,PH3,PH4,PH5,PH6,PH7,PH8,PH9,PH10,PH11,PH12,PCOM-SOURCE
8/6/2023 22:31,25.75,26,26.125,26.125,26,26.125,26,26.25,26.125,26,25.875,26.25,25.875,26.375,26,26.25,26,26.25,26.25,26.125,26.125,26.5,26.125,26.125,25.75
8/6/2023 23:01,25.75,26,26.125,26.125,26,26,26,26.25,26.125,26,25.875,26.25,25.875,26.25,26,26.125,25.875,26.25,26.25,26.125,26,26.5,26.125,26.125,25.75
8/6/2023 23:31,25.75,26,26.125,26.125,26,26,26,26.25,26.125,25.875,25.875,26.25,25.875,26.25,26,26.25,25.875,26.25,26.25,26.125,26,26.5,26.125,26.125,25.75
8/7/2023 0:01,25.75,26,26.125,26.125,26,26.125,26,26.25,26.125,26,25.875,26.25,25.875,26.375,26,26.25,26,26.25,26.375,26.25,26.125,26.5,26.125,26.125,25.75
8/7/2023 0:31,25.75,26,26.125,26.125,26,26.125,26,26.25,26.125,26,25.875,26.25,26,26.375,26.125,26.25,26,26.25,26.375,26.25,26.125,26.625,26.125,26.25,25.75
8/7/2023 1:01,25.75,26.125,26.125,26.125,26.125,26.125,26.125,26.25,26.25,26,26,26.375,26,26.375,26.125,26.25,26,26.375,26.375,26.25,26.125,26.625,26.25,26.25,25.75
8/7/2023 1:31,25.75,26,26.125,26.125,26,26.125,26.125,26.25,26.125,26,26,26.25,26,26.375,26,26.25,26,26.25,26.375,26.25,26.125,26.5,26.125,26.25,25.625
8/7/2023 2:01,25.75,26.125,26.125,26.125,26,26.125,26.125,26.25,26.25,26,26,26.375,26,26.375,26.125,26.25,26,26.375,26.375,26.25,26.25,26.625,26.25,26.25,25.625
8/7/2023 2:31,25.875,26.125,26.125,26.25,26.125,26.25,26.125,26.375,26.25,26.125,26,26.375,26.125,26.375,26.25,26.375,26.125,26.375,26.5,26.375,26.25,26.625,26.375,26.375,25.625
8/7/2023 3:01,25.875,26.125,26.25,26.25,26.125,26.25,26.25,26.375,26.25,26.125,26.125,26.375,26.125,26.5,26.25,26.375,26.125,26.5,26.5,26.375,26.25,26.625,26.375,26.25,25.625
8/7/2023 3:31,25.875,26.25,26.25,26.375,26.125,26.25,26.25,26.375,26.375,26.125,26.125,26.5,26.125,26.5,26.25,26.5,26.25,26.5,26.5,26.375,26.375,26.75,26.375,26.375,25.75
8/7/2023 4:01,25.875,26.25,26.25,26.375,26.25,26.375,26.25,26.375,26.375,26.25,26.125,26.5,26.125,26.5,26.25,26.5,26.25,26.5,26.5,26.5,26.375,26.75,26.5,26.375,25.75
8/7/2023 4:31,25.875,26.25,26.25,26.375,26.125,26.25,26.25,26.375,26.375,26.125,26.125,26.5,26.125,26.5,26.25,26.375,26.25,26.5,26.5,26.375,26.25,26.625,26.375,26.375,25.75
8/7/2023 5:01,26,26.25,26.375,26.375,26.25,26.375,26.25,26.375,26.375,26.25,26.125,26.5,26.125,26.5,26.25,26.5,26.25,26.5,26.5,26.5,26.375,26.75,26.5,26.375,25.75
8/7/2023 5:31,26,26.25,26.375,26.375,26.25,26.375,26.25,26.5,26.375,26.25,26.125,26.5,26.125,26.5,26.375,26.5,26.25,26.625,26.625,26.5,26.375,26.75,26.5,26.375,25.75
8/7/2023 6:01,26,26.25,26.375,26.375,26.25,26.375,26.375,26.5,26.375,26.25,26.125,26.5,26.25,26.5,26.375,26.5,26.25,26.625,26.625,26.5,26.375,26.75,26.5,26.5,25.75
8/7/2023 6:31,26,26.375,26.375,26.375,26.25,26.375,26.375,26.5,26.375,26.25,26.25,26.5,26.25,26.625,26.375,26.5,26.25,26.625,26.625,26.5,26.375,26.75,26.5,26.5,25.75
8/7/2023 7:01,26.125,26.5,26.5,26.5,26.375,26.5,26.5,26.625,26.5,26.375,26.375,26.625,26.375,26.75,26.5,26.625,26.5,26.75,26.75,26.625,26.625,26.875,26.5,26.625,25.75
8/7/2023 7:31,26.125,26.5,26.5,26.5,26.375,26.5,26.5,26.625,26.625,26.375,26.375,26.625,26.375,26.75,26.5,26.625,26.375,26.75,26.75,26.625,26.5,26.875,26.5,26.5,25.75
8/7/2023 8:01,26.25,26.625,26.5,26.625,26.5,26.5,26.5,26.625,26.625,26.5,26.375,26.625,26.375,26.625,26.5,26.625,26.375,26.75,26.75,26.625,26.5,26.875,26.5,26.5,25.875
8/7/2023 8:31,26.375,26.625,26.625,26.75,26.625,26.625,26.625,26.75,26.75,26.625,26.5,26.75,26.5,26.75,26.625,26.75,26.5,26.875,26.75,26.625,26.625,26.875,26.5,26.625,25.875
8/7/2023 9:01,26.625,26.875,27,27,26.75,26.875,26.875,27,27,26.875,26.75,27,26.75,27,26.875,26.875,26.75,27,27,26.875,26.875,27.125,26.75,26.75,26.125
8/7/2023 9:31,26.625,27,27,27,26.875,27,27,27,27,26.875,26.75,27.125,26.75,27,26.875,26.875,26.75,27,27,26.875,26.75,27.125,26.75,26.75,26.125
8/7/2023 10:01,26.625,26.875,27,27,26.75,26.875,26.875,26.875,27,26.75,26.75,27,26.625,26.875,26.75,26.75,26.625,26.875,26.875,26.75,26.75,27,26.625,26.625,26.25
8/7/2023 10:31,27,27.25,27.375,27.25,27.125,27.25,27.25,27.25,27.375,27,27,27.375,27,27.25,27.125,27.125,27,27.25,27.125,27,27,27.25,26.875,26.875,26.375
8/7/2023 11:01,27.75,27.75,28.125,28,27.875,27.875,27.625,27.625,27.75,27.375,27.25,27.75,27.5,27.75,27.625,27.5,27.5,27.625,27.375,27.25,27.25,27.5,27.125,27.125,26.625
8/7/2023 11:31,27.625,27.875,28,27.75,27.625,27.75,27.5,27.5,27.625,27.375,27.25,27.625,27.25,27.5,27.375,27.25,27.25,27.375,27.375,27.125,27.125,27.375,27,27,26.75
8/7/2023 12:01,27.75,28,28.375,27.875,27.75,27.75,27.75,27.75,27.75,27.625,27.5,27.875,27.25,27.625,27.5,27.375,27.375,27.5,27.5,27.25,27.25,27.625,27.25,27.125,27.375
8/7/2023 12:31,27.75,27.875,28.125,28,27.75,27.875,27.875,27.75,27.875,27.75,27.625,28,27.25,27.625,27.375,27.375,27.375,27.5,27.5,27.375,27.25,27.625,27.25,27.25,27.125
8/7/2023 13:01,28,28,28.25,28.25,27.875,28,28,27.875,28,27.875,27.75,28.125,27.375,27.625,27.5,27.5,27.5,27.625,27.625,27.5,27.375,27.75,27.375,27.375,27.75
8/7/2023 13:31,28.125,27.875,28.25,28,27.875,27.5,28.5,27.125,26.875,28.125,28.125,28.25,27.375,27.75,27.625,27.5,27.5,27.625,27.75,27.5,27.5,27.75,27.5,27.375,28.125
8/7/2023 14:01,27.875,27.5,28.125,26.5,24.875,27.25,27.875,27.375,28,27.625,27.5,27.75,27.25,27.625,27.5,27.375,27.375,27.5,27.625,27.375,27.375,27.625,27.375,27.25,27.875
8/7/2023 14:31,27.375,27.25,27.5,27.375,27.5,27.75,27.375,27.625,27.375,27.25,27.25,27.75,27.125,27.5,27.375,27.375,27.25,27.5,27.5,27.375,27.25,27.625,27.25,27.25,28
8/7/2023 15:01,27.125,27.25,27.25,27.375,27.375,27.375,27.25,27.25,27.25,27,27.125,27.375,27.125,27.25,27.25,27.125,27.125,27.5,27.375,27.125,27,27.125,27.25,27,27.25
8/7/2023 15:31,26.875,27.125,27.125,27.25,27.25,27.25,27.125,27.125,27.125,27,27,27.375,26.875,27,26.75,24.875,24.25,24.625,26.875,26.5,26.375,26.875,26.75,26.875,27.125
8/7/2023 16:01,26.75,27,27.125,27.125,27.125,27.125,27,27,27,26.875,26.875,27.25,26,27.25,27.125,27,26.875,27.5,25.375,27.125,25.5,27.375,25.125,27.125,27
8/7/2023 16:31,26.625,26.875,27,27,27,27,26.875,26.875,27,26.75,26.75,27.125,26.75,26.875,26.875,26.75,26.625,27.125,27,26.75,26.75,27,26.75,26.75,27
8/7/2023 17:01,26.625,26.875,27,27,26.875,27,26.875,26.875,27,26.75,26.75,27.125,26.75,26.875,26.875,26.625,26.625,27,26.875,26.75,26.75,27,26.625,26.625,27
8/7/2023 17:31,26.625,26.875,26.875,27,26.875,27,26.75,26.875,26.875,26.625,26.75,27.125,26.625,26.875,26.75,26.625,26.5,27,26.875,26.75,26.625,27,26.625,26.625,26.875
8/7/2023 18:01,26.5,26.875,26.875,27,26.75,26.875,26.75,26.875,26.875,26.625,26.625,27.125,26.625,26.875,26.875,26.75,26.625,27,26.875,26.75,26.75,27,26.625,26.625,26.875
8/7/2023 18:31,26.5,26.75,26.75,26.875,26.75,26.875,26.625,26.75,26.875,26.5,26.625,27,26.5,26.75,26.75,26.625,26.5,27,26.875,26.625,26.625,27,26.5,26.625,26.875
8/7/2023 19:01,26.375,26.625,26.75,26.75,26.625,26.75,26.5,26.75,26.75,26.5,26.5,26.875,26.5,26.75,26.75,26.5,26.375,26.875,26.75,26.625,26.5,26.875,26.5,26.5,26.75
8/7/2023 19:31,26.25,26.625,26.625,26.625,26.5,26.625,26.375,26.625,26.625,26.375,26.375,26.875,26.375,26.625,26.625,26.375,26.25,26.75,26.625,26.5,26.375,26.75,26.375,26.375,26.625
8/7/2023 20:01,26.25,26.625,26.625,26.625,26.5,26.625,26.375,26.625,26.625,26.375,26.375,26.875,26.375,26.625,26.625,26.5,26.375,26.75,26.625,26.5,26.5,26.75,26.375,26.5,26.625
8/7/2023 20:31,26.25,26.625,26.625,26.625,26.5,26.625,26.375,26.625,26.625,26.375,26.375,26.875,26.375,26.625,26.625,26.5,26.375,26.75,26.625,26.5,26.5,26.75,26.375,26.5,26.5
8/7/2023 21:01,26.25,26.5,26.5,26.625,26.375,26.625,26.375,26.5,26.625,26.25,26.375,26.75,26.25,26.625,26.5,26.375,26.25,26.75,26.625,26.5,26.375,26.75,26.25,26.375,26.5
8/7/2023 21:31,26.125,26.5,26.5,26.5,26.375,26.5,26.375,26.5,26.5,26.25,26.25,26.75,26.25,26.5,26.5,26.375,26.25,26.625,26.5,26.375,26.25,26.625,26.25,26.25,26.5
8/7/2023 22:01,26.125,26.375,26.5,26.5,26.375,26.5,26.25,26.375,26.5,26.125,26.25,26.75,26.125,26.5,26.5,26.25,26.125,26.625,26.5,26.375,26.25,26.625,26.125,26.25,26.5
8/7/2023 22:31,26,26.375,26.375,26.5,26.25,26.375,26.25,26.375,26.375,26.125,26.125,26.625,26.125,26.375,26.375,26.125,26,26.625,26.5,26.25,26.25,26.5,26.125,26.125,26.375
8/7/2023 23:01,26,26.375,26.375,26.375,26.25,26.375,26.25,26.375,26.375,26.125,26.125,26.625,26.125,26.375,26.375,26.125,26,26.5,26.375,26.25,26.125,26.5,26.125,26.125,26.375
8/7/2023 23:31,26,26.375,26.375,26.375,26.25,26.375,26.125,26.375,26.375,26,26.125,26.625,26,26.375,26.25,26.125,26,26.5,26.375,26.125,26.125,26.5,26,26.125,26.375
8/8/2023 0:01,25.875,26.25,26.25,26.375,26.125,26.25,26.125,26.25,26.25,26,26,26.5,26,26.25,26.25,26,25.875,26.5,26.375,26.125,26,26.375,26,26,26.25
8/8/2023 0:31,25.875,26.25,26.25,26.25,26.125,26.25,26.125,26.25,26.25,26,26,26.5,26,26.25,26.25,26,25.875,26.5,26.25,26.125,26.125,26.375,26,26,26.25
8/8/2023 1:01,25.875,26.25,26.25,26.25,26.125,26.25,26,26.125,26.25,25.875,26,26.5,25.875,26.25,26.25,26,25.875,26.375,26.25,26.125,26,26.375,25.875,26,26.25
8/8/2023 1:31,25.875,26.125,26.125,26.25,26,26.125,26,26.125,26.125,25.875,25.875,26.375,25.875,26.125,26.125,25.875,25.75,26.375,26.25,26,25.875,26.25,25.875,25.875,26.25
8/8/2023 2:01,25.75,26.125,26.125,26.125,26,26.125,26,26.125,26.125,25.875,25.875,26.375,25.875,26.125,26.125,25.875,25.75,26.25,26.125,26,25.875,26.25,25.75,25.875,26.125
8/8/2023 2:31,25.75,26.125,26.125,26.125,26,26.125,26,26.125,26.125,25.875,25.875,26.5,25.875,26.125,26.125,25.875,25.75,26.375,26.125,26,25.875,26.25,25.875,25.875,26.125
8/8/2023 3:01,25.75,26,26.125,26.125,25.875,26.125,25.875,26,26,25.75,25.75,26.5,25.75,26,26,25.875,25.75,26.25,26.125,25.875,25.875,26.25,25.75,25.875,26.125
8/8/2023 3:31,25.75,26,26.125,26.125,26,26.125,25.875,26,26.125,25.75,25.875,26.5,25.75,26.125,26.125,25.875,25.75,26.25,26.125,25.875,25.875,26.25,25.75,25.875,26.125
8/8/2023 4:01,25.625,26,26,26,25.875,26,25.75,25.875,26,25.625,25.75,26.375,25.75,26,26,25.75,25.625,26.125,26,25.75,25.75,26.125,25.75,25.75,26
8/8/2023 4:31,25.75,26,26.125,26.125,25.875,26,25.875,26,26,25.75,25.875,26.5,25.75,26,26,25.75,25.75,26.25,26.125,25.875,25.875,26.125,25.75,25.875,26
8/8/2023 5:01,25.625,26,26,26,25.875,26,25.75,25.875,26,25.625,25.75,26.5,25.75,26,26,25.75,25.625,26.125,26,25.875,25.875,26.125,25.75,25.75,26
8/8/2023 5:31,25.625,26,26,26,25.875,26,25.75,26,26,25.75,25.75,26.5,25.75,26,26,25.75,25.625,26.25,26.125,25.875,25.875,26.125,25.75,25.75,26
8/8/2023 6:01,25.625,26,26,26,25.875,26,25.875,26,26,25.75,25.75,26.625,25.75,26,26,25.75,25.625,26.25,26,25.875,26,26.125,25.75,25.75,26
8/8/2023 6:31,25.625,26,26,26.125,25.875,26,25.875,26,26,25.75,25.75,26.625,25.75,26,26,25.75,25.625,26.25,26.125,25.875,26,26.125,25.75,25.875,26
8/8/2023 7:01,25.75,26,26.125,26.125,26,26.125,25.875,26,26.125,25.75,25.875,26.625,25.75,26.125,26.125,25.875,25.75,26.25,26.125,26,26,26.25,25.75,25.875,26
8/8/2023 7:31,25.875,26.25,26.25,26.375,26.125,26.25,26.125,26.25,26.25,26,26,26.875,25.875,26.125,26.25,26,25.875,26.375,26.25,26.125,26.125,26.375,26,26.125,26.125
8/8/2023 8:01,26.125,26.375,26.5,26.5,26.375,26.5,26.375,26.375,26.5,26.125,26.25,26.875,26.125,26.375,26.375,26.25,26.125,26.625,26.5,26.25,26.25,26.5,26.125,26.25,26.125
8/8/2023 8:31,26.25,26.5,26.625,26.625,26.5,26.625,26.5,26.5,26.625,26.375,26.375,26.875,26.25,26.5,26.5,26.375,26.25,26.75,26.625,26.375,26.375,26.625,26.25,26.375,26.25
8/8/2023 9:01,26.375,26.625,26.75,26.75,26.75,26.75,26.625,26.75,26.75,26.5,26.5,27,26.5,26.75,26.625,26.5,26.375,26.875,26.75,26.625,26.625,26.875,26.5,26.5,26.375
8/8/2023 9:31,26.75,27,27.125,27.125,27.125,27.125,27.125,27.125,27,26.75,26.875,27.125,26.875,27.25,27,27,26.875,27.375,27.125,26.875,27,27.25,26.875,26.75,26.375
8/8/2023 10:01,26.875,27.5,27.375,27.5,27.875,27.625,27.375,27.625,27.25,27,27.375,27.125,27.375,27.875,27.375,27.375,27.375,27.875,27.5,27.375,27.625,27.5,27.5,27.25,26.5
8/8/2023 10:31,27.125,27.5,27.5,27.625,27.625,27.875,27.875,27.75,27.5,27.125,27.5,27.25,27.5,28,27.25,27.5,27.5,28,27.625,27.25,27.875,27.75,27.625,27.125,26.625
8/8/2023 11:01,27.25,27.625,27.625,27.875,27.875,27.75,27.75,27.875,27.625,27.25,27.75,27.25,27.5,27.875,27.375,27.375,27.625,28,27.5,27.375,27.75,27.625,27.625,27.125,26.875
8/8/2023 11:31,27.125,27.625,27.5,27.625,27.75,27.625,27.5,27.75,27.5,27.25,27.375,27.25,27.375,27.75,27.25,27.25,27.25,27.625,27.375,27.25,27.625,27.5,27.375,27.125,27
8/8/2023 12:01,27.125,27.5,27.5,27.5,27.625,27.5,27.375,27.625,27.375,27.25,27.25,27.25,27.25,27.5,27.25,27.125,27.125,27.5,27.375,27.25,27.375,27.375,27.125,27.125,27
8/8/2023 12:31,27.25,27.375,27.5,27.5,27.875,27.625,27.375,27.5,27.375,27.25,27.25,27.375,27.25,27.5,27.375,27.25,27.125,27.5,27.375,27.25,27.375,27.5,27.25,27.125,27.375
8/8/2023 13:01,27.125,27.375,27.5,27.375,28,27.5,27.375,27.375,27.375,27.25,27.25,27.375,27.125,27.375,27.375,27.25,27.125,27.5,27.375,27.25,27.25,27.5,27.125,27.125,27.375
8/8/2023 13:31,26.875,27.125,27.375,27.25,27.25,27.375,27.125,27.25,27.25,27,27,27.375,27,27.375,27.25,27.125,27,27.5,27.25,27.25,27.25,27.375,27,27.125,27.125
8/8/2023 14:01,26.875,27.125,27.25,27.25,27.125,27.25,27,27.25,27.125,26.875,27,27.25,27,27.25,27.25,27.125,27,27.5,27.25,27.125,27.125,27.375,27,27.125,27
8/8/2023 14:31,26.75,27,27.125,27.125,27.125,27.125,26.875,27.125,27.125,26.75,26.875,27.25,26.875,27.125,27.125,27,26.875,27.25,27.125,27,27,27.25,26.875,27,27
8/8/2023 15:01,26.625,27,27.125,27,27,27.125,26.875,27,27,26.75,26.875,27.25,26.75,27.125,27.125,26.875,26.875,27.25,27.125,27,27,27.125,26.75,26.875,27
8/8/2023 15:31,26.625,27,27,27,26.875,27,26.875,27,27,26.75,26.75,27.25,26.875,27.125,27.125,27,26.875,27.25,27.125,27,27.125,27.25,26.875,26.875,26.875
8/8/2023 16:01,26.5,26.75,26.875,26.875,26.75,26.875,26.75,26.875,26.875,26.625,26.625,27.125,26.75,27,27,26.875,26.75,27.125,27,26.875,26.875,27.125,26.75,26.75,26.875
8/8/2023 16:31,26.375,26.75,26.75,26.75,26.625,26.75,26.625,26.75,26.75,26.5,26.5,27.125,26.5,26.75,26.875,26.75,26.625,27,26.875,26.75,26.75,27,26.625,26.625,26.875
8/8/2023 17:01,26.375,26.75,26.75,26.75,26.625,26.75,26.625,26.75,26.75,26.5,26.5,27.125,26.5,26.75,26.75,26.625,26.5,27,26.875,26.75,26.75,27,26.5,26.625,26.75
8/8/2023 17:31,26.375,26.625,26.75,26.75,26.625,26.75,26.5,26.75,26.75,26.5,26.5,27.125,26.5,26.75,26.75,26.625,26.5,26.875,26.75,26.625,26.625,26.875,26.5,26.625,26.75
8/8/2023 18:01,26.25,26.5,26.625,26.625,26.375,26.625,26.375,26.625,26.625,26.25,26.375,27,26.375,26.625,26.625,26.5,26.375,26.75,26.75,26.625,26.625,26.75,26.5,26.5,26.625
8/8/2023 18:31,26.125,26.5,26.5,26.5,26.375,26.5,26.25,26.5,26.5,26.25,26.25,27,26.25,26.5,26.625,26.375,26.25,26.75,26.625,26.5,26.5,26.75,26.25,26.5,26.625
8/8/2023 19:01,26,26.375,26.375,26.375,26.25,26.375,26.125,26.375,26.375,26.125,26.125,26.875,26.125,26.375,26.5,26.375,26.25,26.625,26.5,26.375,26.375,26.625,26.25,26.375,26.5
8/8/2023 19:31,26,26.25,26.375,26.375,26.125,26.375,26.125,26.25,26.25,26,26.125,26.875,26.125,26.375,26.375,26.25,26.125,26.625,26.5,26.25,26.375,26.5,26.125,26.25,26.5
8/8/2023 20:01,25.875,26.25,26.25,26.375,26.125,26.25,26.125,26.25,26.25,26,26.125,26.875,26.125,26.375,26.375,26.25,26.125,26.5,26.375,26.25,26.25,26.5,26.125,26.25,26.5
8/8/2023 20:31,25.875,26.25,26.25,26.25,26.125,26.25,26,26.25,26.25,26,26,26.75,26.125,26.375,26.375,26.125,26.125,26.5,26.375,26.25,26.25,26.5,26.125,26.125,26.5
8/8/2023 21:01,25.875,26.125,26.25,26.25,26,26.25,26,26.25,26.25,25.875,26,26.75,26,26.25,26.375,26.125,26,26.5,26.375,26.25,26.25,26.5,26,26.125,26.375
8/8/2023 21:31,25.875,26.125,26.25,26.25,26,26.25,26,26.25,26.25,25.875,26,26.875,26,26.25,26.25,26.125,26,26.5,26.375,26.125,26.25,26.375,26,26.125,26.375
8/8/2023 22:01,25.75,26.125,26.125,26.125,26,26.125,25.875,26.125,26.125,25.875,25.875,26.75,26,26.25,26.25,26.125,26,26.375,26.25,26.125,26.125,26.375,25.875,26.125,26.375
8/8/2023 22:31,25.75,26.125,26.125,26.25,26,26.125,26,26.125,26.125,25.875,25.875,26.75,26,26.25,26.25,26.125,26,26.375,26.25,26.125,26.25,26.375,26,26.125,26.375
8/8/2023 23:01,25.75,26.125,26.25,26.25,26,26.25,26,26.125,26.125,25.875,25.875,26.75,26,26.25,26.25,26.125,26,26.375,26.25,26.125,26.25,26.375,26,26.125,26.375
8/8/2023 23:31,25.75,26.125,26.125,26.25,26,26.125,26,26.125,26.125,25.875,25.875,26.75,26,26.25,26.25,26.125,26,26.375,26.25,26.125,26.25,26.375,26,26.125,26.375
8/9/2023 0:01,25.75,26.125,26.125,26.125,26,26.125,25.875,26.125,26.125,25.875,25.875,26.75,25.875,26.125,26.25,26,25.875,26.375,26.25,26.125,26.125,26.375,25.875,26,26.375
8/9/2023 0:31,25.75,26.125,26.125,26.125,26,26.125,25.875,26.125,26.125,25.875,25.875,26.75,25.875,26.125,26.25,26,25.875,26.375,26.25,26.125,26.125,26.375,25.875,26,26.375
8/9/2023 1:01,25.75,26,26.125,26.125,25.875,26.125,25.875,26.125,26.125,25.75,25.875,26.75,25.875,26.125,26.25,26,25.875,26.375,26.25,26.125,26.125,26.375,25.875,26,26.375
8/9/2023 1:31,25.75,26,26.125,26.125,25.875,26.125,25.875,26.125,26.125,25.75,25.875,26.75,25.875,26.125,26.25,26,25.875,26.375,26.25,26.125,26.125,26.375,25.875,26,26.5
8/9/2023 2:01,25.75,26.125,26.125,26.125,26,26.125,25.875,26.125,26.125,25.875,25.875,26.75,25.875,26.125,26.25,26,25.875,26.375,26.25,26.125,26.125,26.375,25.875,26,26.5
8/9/2023 2:31,25.75,26.125,26.125,26.25,26,26.125,26,26.125,26.125,25.875,25.875,26.75,25.875,26.125,26.25,26,25.875,26.375,26.25,26.125,26.125,26.375,25.875,26,26.5
8/9/2023 3:01,25.625,26,26,26.125,25.875,26,25.875,26,26,25.75,25.75,26.625,25.875,26.125,26.125,25.875,25.875,26.25,26.125,26,26,26.25,25.75,26,26.375
8/9/2023 3:31,25.625,26,26,26.125,25.875,26,25.875,26,26,25.75,25.75,26.75,25.75,26.125,26.125,25.875,25.75,26.25,26.125,26,26,26.25,25.75,25.875,26.375
8/9/2023 4:01,25.625,26,26,26.125,25.875,26,25.75,26,26,25.75,25.75,26.625,25.75,26,26.125,25.875,25.875,26.25,26.125,26,26,26.25,25.75,25.875,26.375
8/9/2023 4:31,25.625,26,26,26.125,25.875,26,25.75,26,26,25.75,25.75,26.625,25.75,26,26.125,25.875,25.75,26.25,26.125,26,26,26.25,25.75,25.875,26.375
8/9/2023 5:01,25.625,26,26,26,25.875,26,25.75,26,26,25.625,25.75,26.625,25.75,26,26.125,25.875,25.75,26.25,26.125,26,26,26.25,25.75,25.875,26.375
8/9/2023 5:31,25.625,26,26,26,25.875,26,25.75,26,26,25.625,25.75,26.625,25.75,26,26.125,25.875,25.75,26.25,26.125,25.875,26,26.25,25.75,25.875,26.375
8/9/2023 6:01,25.625,26,26,26,25.875,26,25.75,26,26,25.625,25.75,26.625,25.75,26,26.125,25.875,25.75,26.25,26.125,26,26,26.25,25.75,25.875,26.375
8/9/2023 6:31,25.5,26,25.875,26,25.75,25.875,25.75,25.875,25.875,25.625,25.625,26.625,25.75,26,26,25.875,25.75,26.125,26.125,25.875,26,26.125,25.75,25.875,26.375
8/9/2023 7:01,25.625,26,26,26.125,25.875,26,25.75,26,26,25.75,25.75,26.625,25.75,26,26.125,25.875,25.75,26.25,26.125,26,26,26.25,25.75,25.875,26.375
8/9/2023 7:31,25.75,26.125,26.125,26.25,26,26.125,26,26.125,26.125,25.875,25.875,26.75,25.875,26.125,26.25,26.125,26,26.375,26.25,26.125,26.125,26.375,26,26.125,26.375
8/9/2023 8:01,25.875,26.25,26.25,26.375,26.125,26.375,26.125,26.25,26.25,26,26,26.75,26,26.25,26.375,26.25,26.125,26.5,26.375,26.25,26.25,26.625,26.125,26.25,26.375
8/9/2023 8:31,26.25,26.5,26.625,26.625,26.5,26.625,26.5,26.5,26.5,26.375,26.375,26.875,26.25,26.5,26.625,26.5,26.375,26.875,26.625,26.625,26.5,26.875,26.5,26.5,26.375
8/9/2023 9:01,26.625,26.625,26.875,26.75,26.75,27,26.875,26.75,26.75,26.875,26.625,27,27,27.125,27.125,27.25,27.125,27.5,27.375,27.25,27.25,27.375,27.125,27.25,26.5
8/9/2023 9:31,27.125,27.125,27.375,27.375,27.375,27.5,27.5,27.5,27.125,27,27.25,27,27.5,27.875,27.5,27.75,27.625,28,27.875,27.625,27.625,27.875,27.75,27.5,26.5
8/9/2023 10:01,26.875,27.25,27.375,27.25,27.375,27.375,27.25,27.5,27.125,27,27.25,27,27.375,27.75,27.375,27.625,27.5,27.875,27.625,27.5,27.625,27.625,27.5,27.375,26.625
8/9/2023 10:31,26.75,27,27.125,27.125,27,27.125,27,27.125,27,26.75,26.875,27,27,27.25,27.125,27.125,27.125,27.375,27.25,27.125,27.125,27.375,27.125,27,26.625
8/9/2023 11:01,26.625,27,27.125,27.125,27.125,27.125,27,27.125,27,26.75,26.875,27,26.875,27.125,27,27,27,27.375,27.125,27,27.125,27.125,27,26.875,26.625
8/9/2023 11:31,26.625,26.875,27,27,27,27,26.875,27,26.875,26.625,26.75,27,26.75,27,26.875,26.75,26.75,27.125,27,26.875,26.875,27,26.75,26.75,26.625
8/9/2023 12:01,26.75,27,27.125,27,27,27,26.875,27.125,27,26.75,26.75,27,26.75,27,27,26.875,26.75,27.125,27,26.875,27,27.125,26.75,26.75,26.875
8/9/2023 12:31,26.75,26.875,27,27,27,27,27,27,27,26.75,26.75,27,26.75,27,26.875,26.75,26.625,27.125,26.875,26.75,26.875,27,26.625,26.625,26.75
8/9/2023 13:01,26.875,27,27.125,27.125,27.125,27.125,27,27,27,26.875,26.875,27.125,26.75,27,27,26.875,26.75,27.125,27,26.875,27,27.125,26.875,26.875,27
8/9/2023 13:31,26.75,26.875,27,27,27,27,26.875,27,27,26.75,26.75,27.125,26.75,27,27,26.875,26.75,27.125,27,26.875,26.875,27.125,26.75,26.875,26.875
8/9/2023 14:01,26.625,26.875,26.875,27,26.875,27,26.75,26.875,26.875,26.625,26.625,27.125,26.75,27,27,26.75,26.625,27,27,26.875,26.875,27,26.625,26.625,27
8/9/2023 14:31,26.625,26.875,27,27,26.875,27,26.75,27,27,26.625,26.75,27.125,26.75,27,27,26.875,26.75,27.125,27,26.875,26.875,27.125,26.75,26.75,27.125
8/9/2023 15:01,26.5,26.875,26.875,27,26.875,27,26.75,26.875,26.875,26.625,26.75,27.125,26.75,26.875,26.875,26.75,26.625,27,26.875,26.875,26.75,27,26.625,26.75,26.625
8/9/2023 15:31,26.375,26.75,26.75,26.875,26.625,26.75,26.625,26.75,26.75,26.5,26.625,27,26.625,26.875,26.875,26.75,26.625,27,26.875,26.75,26.875,27,26.625,26.625,26.625
8/9/2023 16:01,26.25,26.625,26.625,26.75,26.625,26.75,26.5,26.625,26.75,26.375,26.5,26.75,26.5,26.75,26.75,26.625,26.5,26.875,26.75,26.625,26.75,26.875,26.5,26.625,26.625
8/9/2023 16:31,26.25,26.625,26.625,26.75,26.5,26.625,26.5,26.625,26.625,26.375,26.375,26.75,26.375,26.625,26.625,26.5,26.375,26.75,26.625,26.625,26.625,26.75,26.5,26.5,26.625
8/9/2023 17:01,26.125,26.375,26.375,26.5,26.375,26.5,26.25,26.375,26.5,26.125,26.125,26.625,26.125,26.375,26.375,26.25,26.125,26.5,26.5,26.375,26.375,26.625,26.125,26.125,26.5
